ARI201704020,SFN,7,1,2,0,0,D
ARI201704020,SFN,7,1,2,0,0,X
ARI201704020,SFN,8,0,0,2,2,CSBBS
ARI201704020,SFN,8,0,1,3,0,BBBB
ARI201704020,SFN,8,0,1,0,1,CD
ARI201704020,SFN,8,0,1,0,1,SX
ARI201704020,SFN,8,0,2,2,2,BBCSS
ARI201704020,SFN,8,1,0,1,0,BD
ARI201704020,SFN,8,1,0,1,0,BD
ARI201704020,SFN,8,1,0,2,2,CCBBE
ARI201704020,SFN,8,1,0,2,2,CB*BFX
ARI201704020,SFN,8,1,2,1,2,SS*BX
ARI201704020,SFN,9,0,0,3,1,CBBBD
ARI201704020,SFN,9,0,0,1,0,BE
ARI201704020,SFN,9,0,1,0,0,D
ARI201704020,SFN,9,0,1,2,1,BCBB
ARI201704020,SFN,9,0,1,3,2,BCBBSFB
ARI201704020,SFN,9,0,1,1,1,CBB
ARI201704020,SFN,9,0,1,3,2,CBBSFFBB
ARI201704020,SFN,9,0,1,1,0,BX
ARI201704020,SFN,9,0,2,2,2,CSBBX
ARI201704020,SFN,9,1,0,3,2,CBSBFBT
ARI201704020,SFN,9,1,1,0,0,X
ARI201704020,SFN,9,1,2,0,0,D
ARI201704020,SFN,9,1,2,0,1,CE
ARI201704020,SFN,9,1,2,2,0,*BBD
ARI201704020,SFN,9,1,2,0,0,C
ARI201704020,SFN,9,1,2,1,2,CC*BE
ARI201704040,SFN,1,0,0,0,1,CX
ARI201704040,SFN,1,0,1,2,1,BFBX
ARI201704040,SFN,1,0,2,2,1,BSBD
ARI201704040,SFN,1,0,2,3,1,BBF*BB
ARI201704040,SFN,1,0,2,0,1,FX
ARI201704040,SFN,1,1,0,0,1,CX
ARI201704040,SFN,1,1,1,3,2,BBCSBX
ARI201704040,SFN,1,1,2,1,0,BX
ARI201704040,SFN,2,0,0,2,2,CBBFFD
ARI201704040,SFN,2,0,0,0,2,CTFFC
ARI201704040,SFN,2,0,1,3,2,CBS*BBB
ARI201704040,SFN,2,0,1,0,1,CD
ARI201704040,SFN,2,0,1,1,2,BSTFFE
ARI201704040,SFN,2,0,1,3,2,BBCSBX
ARI201704040,SFN,2,0,2,0,1,CX
ARI201704040,SFN,2,1,0,3,2,CCBBBFS
ARI201704040,SFN,2,1,1,0,0,X
ARI201704040,SFN,2,1,2,0,2,CCD
ARI201704040,SFN,2,1,2,0,2,SFX
ARI201704040,SFN,3,0,0,0,0,D
ARI201704040,SFN,3,0,0,0,1,CD
ARI201704040,SFN,3,0,0,3,2,CTB*BFBFX
ARI201704040,SFN,3,0,1,2,2,SS*B*BE
ARI201704040,SFN,3,0,2,1,1,CBX
ARI201704040,SFN,3,1,0,1,2,BSSS
ARI201704040,SFN,3,1,1,1,2,FSBFFX
ARI201704040,SFN,3,1,2,3,2,CBBCBFFFD
ARI201704040,SFN,3,1,2,0,1,SX
ARI201704040,SFN,4,0,0,0,0,X
ARI201704040,SFN,4,0,1,3,2,CFFBBBX
ARI201704040,SFN,4,0,2,1,1,FBD
ARI201704040,SFN,4,0,2,1,2,CBCFD
ARI201704040,SFN,4,0,2,1,0,BX
ARI201704040,SFN,4,1,0,2,2,BBCSFE
ARI201704040,SFN,4,1,0,3,2,BBSCFFBB
ARI201704040,SFN,4,1,0,1,0,BX
ARI201704040,SFN,4,1,1,1,1,SBD
ARI201704040,SFN,4,1,1,0,1,FE
ARI201704040,SFN,4,1,1,2,2,CFBBS
ARI201704040,SFN,4,1,2,1,0,BX
ARI201704040,SFN,5,0,0,1,1,CBE
ARI201704040,SFN,5,0,0,1,0,BD
ARI201704040,SFN,5,0,0,2,2,SBBFFC
ARI201704040,SFN,5,0,1,1,0,BD
ARI201704040,SFN,5,0,1,0,0,E
ARI201704040,SFN,5,0,1,0,0,E
ARI201704040,SFN,5,0,1,1,0,*BE
ARI201704040,SFN,5,0,1,1,2,CCBS
ARI201704040,SFN,5,0,2,3,2,BFC*BF*BB
ARI201704040,SFN,5,0,2,1,2,CCBX
ARI201704040,SFN,5,1,0,1,2,CBCFX
ARI201704040,SFN,5,1,1,1,2,BFST
ARI201704040,SFN,5,1,2,3,2,CSBBFFBB
ARI201704040,SFN,5,1,2,0,0,E
ARI201704040,SFN,5,1,2,0,2,CSS
ARI201704040,SFN,6,0,0,0,2,CCS
ARI201704040,SFN,6,0,1,1,2,BFFS
ARI201704040,SFN,6,0,2,3,2,BBFCBD
ARI201704040,SFN,6,0,2,0,2,SSC
ARI201704040,SFN,6,1,0,0,0,D
ARI201704040,SFN,6,1,0,1,1,*BFX
ARI201704040,SFN,6,1,1,0,0,X
ARI201704040,SFN,6,1,2,2,2,CBSFFBS
ARI201704040,SFN,7,0,0,3,2,BTBFBB
ARI201704040,SFN,7,0,0,2,0,BBX
