ARI201705230,490772
ARI201705240,490787
ARI201706060,490974
ARI201706070,490989
ARI201706080,491002
ARI201706090,491013
ARI201706100,491028
ARI201706110,491044
ARI201706230,491209
ARI201706240,491224
ARI201706250,491239
ARI201706260,491248
ARI201706270,491262
ARI201706280,491277
ARI201706290,491290
ARI201706300,491297
ARI201707010,491312
ARI201707020,491327
ARI201707070,491393
ARI201707080,491408
ARI201707090,491423
ARI201707210,491546
ARI201707220,491561
ARI201707230,491576
ARI201707240,491577
ARI201707250,491589
ARI201707260,491604
ARI201708080,491782
ARI201708090,491797
ARI201708100,491811
ARI201708110,491821
ARI201708120,491836
ARI201708130,491851
ARI201708140,491867
ARI201708150,491879
ARI201708250,492019
ARI201708260,492034
ARI201708270,492049
ARI201708290,492068
ARI201708300,492083
ARI201708310,492096
ARI201709080,492213
ARI201709090,492228
ARI201709100,492243
ARI201709110,492248
ARI201709120,492258
ARI201709130,492273
ARI201709140,492288
ARI201709220,492395
ARI201709230,492410
ARI201709240,492425
ARI201709250,492440
ARI201709260,492454
ARI201709270,492469
ATL201704140,490251
ATL201704150,490266
ATL201704160,490281
ATL201704170,490292
ATL201704180,490309
ATL201704190,490324
ATL201704200,490335
ATL201705010,490479
ATL201705020,490493
ATL201705030,490509
ATL201705050,490540
ATL201705060,490555
ATL201705070,490570
ATL201705170,490705
ATL201705180,490716
ATL201705190,490732
ATL201705200,490747
ATL201705210,490762
ATL201705220,490770
ATL201705230,490780
ATL201705240,490795
ATL201705250,490808
ATL201706050,490959
ATL201706060,490972
ATL201706070,490987
ATL201706080,491001
ATL201706090,491015
ATL201706100,490524
ATL201706100,490524
ATL201706101,491030
ATL201706110,491046
ATL201706160,491107
ATL201706170,491122
ATL201706180,491137
ATL201706190,491153
ATL201706200,491167
ATL201706210,491182
ATL201706220,491195
ATL201706230,491205
ATL201706240,491220
ATL201706250,491235
ATL201707040,491353
ATL201707050,491368
ATL201707140,491435
ATL201707150,491450
ATL201707160,491465
ATL201707170,491480
ATL201707180,491494
ATL201707190,491509
ATL201708010,491686
ATL201708020,491701
ATL201708030,491715
ATL201708040,491728
ATL201708050,491743
ATL201708060,491758
ATL201708080,491786
ATL201708090,491801
ATL201708180,491915
ATL201708190,491930
ATL201708200,491945
ATL201708210,491964
ATL201708220,491977
ATL201708230,491992
ATL201708250,492010
ATL201708260,492025
ATL201708270,492040
ATL201709040,492160
ATL201709060,492175
ATL201709060,492175
ATL201709061,492190
ATL201709070,492197
ATL201709080,492207
ATL201709090,492222
ATL201709100,492237
ATL201709150,492303
ATL201709160,492318
ATL201709170,492333
ATL201709190,492362
ATL201709200,492377
ATL201709210,492388
ATL201709220,492398
ATL201709230,492413
ATL201709240,492428
BAL201704030,490112
BAL201704050,490134
BAL201704070,490157
BAL201704080,490172
BAL201704090,490187
BAL201704210,490337
BAL201704220,490352
BAL201704230,490367
BAL201704240,490387
BAL201704250,490402
BAL201704260,490417
BAL201705050,490531
BAL201705060,490546
BAL201705070,490561
BAL201705080,490582
BAL201705090,490597
BAL201705190,490731
BAL201705200,490746
BAL201705210,490761
BAL201705220,490769
BAL201705230,490779
BAL201705240,490794
BAL201705290,490868
BAL201705300,490883
BAL201705310,490899
BAL201706010,490905
BAL201706020,490914
BAL201706030,490929
BAL201706040,490944
BAL201706060,490973
BAL201706070,490988
BAL201706160,491112
BAL201706170,491127
BAL201706180,491142
BAL201706190,491147
BAL201706200,491160
BAL201706210,491175
BAL201706220,491189
BAL201706300,491305
BAL201707010,491320
BAL201707020,491335
BAL201707140,491436
BAL201707150,491451
BAL201707160,491466
BAL201707170,491490
BAL201707180,491505
BAL201707190,491520
BAL201707200,491530
BAL201707210,491536
BAL201707220,491551
BAL201707230,491566
BAL201707310,491675
BAL201708010,491685
BAL201708020,491700
BAL201708030,491714
BAL201708040,491726
BAL201708050,491741
BAL201708060,491756
BAL201708180,491917
BAL201708190,491932
BAL201708200,491947
BAL201708210,491963
BAL201708220,491975
BAL201708230,491990
BAL201708280,492061
BAL201708290,492074
BAL201708300,492089
BAL201708310,492101
BAL201709010,492116
BAL201709020,492131
BAL201709030,492146
BAL201709040,492156
BAL201709050,492171
BAL201709070,492186
BAL201709070,492186
BAL201709180,492342
BAL201709190,492349
BAL201709200,492364
BAL201709210,492386
BAL201709220,492401
BAL201709230,492416
BAL201709240,492431
BOS201704030,490108
BOS201704050,490130
BOS201704110,490205
BOS201704120,490217
BOS201704130,490143
BOS201704130,490143
BOS201704140,490253
BOS201704150,490268
BOS201704160,490283
BOS201704170,490293
BOS201704260,490413
BOS201704270,490424
BOS201704280,490432
BOS201704290,490447
BOS201704300,490462
BOS201705010,490475
BOS201705020,490487
BOS201705030,490502
BOS201705040,490517
BOS201705120,490638
BOS201705130,490653
BOS201705140,490668
BOS201705230,490785
BOS201705240,490800
BOS201705250,490813
BOS201705260,490825
BOS201705270,490840
BOS201705280,490855
BOS201706090,491009
BOS201706100,491024
BOS201706110,491040
BOS201706120,491057
BOS201706130,491071
BOS201706230,491204
BOS201706240,491219
BOS201706250,491234
BOS201706260,491246
BOS201706270,491257
BOS201706280,491272
BOS201706290,491286
BOS201707140,491441
BOS201707150,491456
BOS201707160,490398
BOS201707160,490398
BOS201707161,491471
BOS201707170,491491
BOS201707180,491506
BOS201707190,491521
BOS201707200,491531
BOS201707280,491635
BOS201707290,491650
BOS201707300,491665
BOS201707310,491673
BOS201708010,491683
BOS201708030,491712
BOS201708040,491725
BOS201708050,491740
BOS201708060,491755
BOS201708140,491698
BOS201708140,491698
BOS201708150,491886
BOS201708160,491901
BOS201708180,491921
BOS201708190,491936
BOS201708200,491951
BOS201708250,492008
BOS201708260,492023
BOS201708270,492038
BOS201709040,492161
BOS201709050,492176
BOS201709060,492191
BOS201709080,492215
BOS201709090,492230
BOS201709100,492245
BOS201709120,492265
BOS201709130,492280
BOS201709140,492293
BOS201709250,492442
BOS201709260,492457
BOS201709270,492472
BOS201709280,492478
BOS201709290,492490
BOS201709300,492505
BOS201710010,492520
CHA201704040,490102
CHA201704040,490102
CHA201704060,490138
CHA201704070,490156
CHA201704080,490171
CHA201704090,490186
CHA201704210,490339
CHA201704220,490354
CHA201704230,490369
CHA201704240,490383
CHA201704250,490394
CHA201704260,490409
CHA201705090,490590
CHA201705110,490619
CHA201705120,490636
CHA201705130,490651
CHA201705140,490666
CHA201705261,490819
CHA201705271,490834
CHA201705272,490124
CHA201705272,490124
CHA201705272,490124
CHA201705280,490849
CHA201705290,490861
CHA201705300,490876
CHA201705310,490891
CHA201706120,491052
CHA201706130,491062
CHA201706140,491077
CHA201706150,491090
CHA201706230,491208
CHA201706240,491223
CHA201706250,491238
CHA201706260,491247
CHA201706270,491259
CHA201706280,491274
CHA201706290,491288
CHA201706300,491306
CHA201707010,491321
CHA201707020,491336
CHA201707140,491444
CHA201707150,491459
CHA201707160,491474
CHA201707180,491497
CHA201707190,491512
CHA201707260,491607
CHA201707270,491620
CHA201707280,491632
CHA201707290,491647
CHA201707300,491662
CHA201707310,491679
CHA201708010,491694
CHA201708020,491709
CHA201708080,491781
CHA201708090,491795
CHA201708100,491808
CHA201708110,491826
CHA201708120,491841
CHA201708130,491856
CHA201708211,491962
CHA201708212,490606
CHA201708212,490606
CHA201708220,491973
CHA201708230,491988
CHA201708240,492002
CHA201708250,492011
CHA201708260,492026
CHA201708270,492041
CHA201709010,492115
CHA201709020,492130
CHA201709030,492145
CHA201709040,492150
CHA201709050,492165
CHA201709060,492180
CHA201709070,492195
CHA201709080,492214
CHA201709090,492229
CHA201709100,492244
CHA201709220,492393
CHA201709230,492408
CHA201709240,492423
CHA201709250,492437
CHA201709260,492450
CHA201709270,492465
CHA201709280,492479
CHN201704100,490197
CHN201704120,490221
CHN201704130,490233
CHN201704140,490250
CHN201704150,490265
CHN201704160,490280
CHN201704170,490290
CHN201704180,490304
CHN201704190,490319
CHN201705010,490480
CHN201705020,490495
CHN201705030,490511
CHN201705040,490526
CHN201705050,490538
CHN201705060,490553
CHN201705070,490568
CHN201705160,490681
CHN201705170,490695
CHN201705180,490710
CHN201705190,490726
CHN201705210,490756
CHN201705220,490771
CHN201705230,490782
CHN201705240,490797
CHN201705250,490810
CHN201706020,490924
CHN201706030,490939
CHN201706040,490954
CHN201706050,490958
CHN201706060,490969
CHN201706070,490984
CHN201706080,490996
CHN201706090,491008
CHN201706100,491023
CHN201706110,491039
CHN201706190,491152
CHN201706200,491166
CHN201706210,491181
CHN201707040,491361
CHN201707050,491376
CHN201707060,490741
CHN201707060,490741
CHN201707070,491402
CHN201707080,491417
CHN201707090,491432
CHN201707210,491543
CHN201707220,491558
CHN201707230,491573
CHN201707240,491580
CHN201707250,491592
CHN201708010,491681
CHN201708020,491696
CHN201708030,491711
CHN201708040,491738
CHN201708050,491753
CHN201708060,491768
CHN201708140,491865
CHN201708150,491876
CHN201708160,491892
CHN201708170,491906
CHN201708180,491926
CHN201708190,491941
CHN201708200,491956
CHN201708280,492059
CHN201708290,492072
CHN201708300,492087
CHN201708310,492093
CHN201709010,492104
CHN201709020,492119
CHN201709030,492134
CHN201709080,492208
CHN201709090,492223
CHN201709100,492238
CHN201709120,492263
CHN201709130,492278
CHN201709140,492292
CHN201709150,492308
CHN201709160,492323
CHN201709170,492338
CHN201709290,492488
CHN201709300,492503
CHN201710010,492518
CIN201704030,490107
CIN201704050,490129
CIN201704060,490142
CIN201704130,490234
CIN201704140,490247
CIN201704150,490262
CIN201704160,490277
CIN201704180,490296
CIN201704190,490311
CIN201704200,490326
CIN201704210,490338
CIN201704220,490353
CIN201704230,490368
CIN201705010,490481
CIN201705020,490496
CIN201705030,490512
CIN201705040,490527
CIN201705050,490539
CIN201705060,490554
CIN201705070,490569
CIN201705080,490578
CIN201705090,490591
CIN201705190,490722
CIN201705200,490737
CIN201705210,490752
CIN201705220,490764
CIN201705230,490773
CIN201706020,490913
CIN201706030,490928
CIN201706040,490943
CIN201706050,490961
CIN201706060,490976
CIN201706070,490991
CIN201706080,491004
CIN201706160,491106
CIN201706170,491121
CIN201706180,491136
CIN201706270,491256
CIN201706280,491271
CIN201706290,491285
CIN201706300,491295
CIN201707010,491310
CIN201707020,491325
CIN201707140,491449
CIN201707150,491464
CIN201707160,491479
CIN201707170,491492
CIN201707180,491493
CIN201707190,491508
CIN201707200,491523
CIN201707210,491537
CIN201707220,491552
CIN201707230,491567
CIN201708040,491735
CIN201708050,491750
CIN201708060,491765
CIN201708070,491774
CIN201708080,491787
CIN201708090,491803
CIN201708100,491817
CIN201708220,491968
CIN201708230,491983
CIN201708240,491998
CIN201708250,492017
CIN201708260,492032
CIN201708270,492047
CIN201708290,492070
CIN201708300,492085
CIN201708310,492097
CIN201709040,492154
CIN201709050,492169
CIN201709060,492184
CIN201709150,492305
CIN201709160,492320
CIN201709170,492335
CIN201709190,492360
CIN201709200,492375
CIN201709210,492385
CIN201709220,492389
CIN201709230,492404
CIN201709240,492419
CLE201704110,490206
CLE201704120,490218
CLE201704130,490231
CLE201704140,490244
CLE201704150,490259
CLE201704160,490274
CLE201704250,490393
CLE201704260,490408
CLE201704270,490421
CLE201704280,490443
CLE201704290,490458
CLE201704300,490473
CLE201705120,490631
CLE201705130,490646
CLE201705140,490661
CLE201705150,490676
CLE201705160,490690
CLE201705170,490704
CLE201705240,490788
CLE201705260,490820
CLE201705270,490835
CLE201705280,490850
CLE201705290,490869
CLE201705300,490884
CLE201705310,490900
CLE201706010,490911
CLE201706090,491006
CLE201706100,491021
CLE201706110,491037
CLE201706130,491067
CLE201706140,491083
CLE201706150,491093
CLE201706230,491206
CLE201706240,491221
CLE201706250,491236
CLE201706260,491249
CLE201706270,491264
CLE201706280,491279
CLE201706290,491292
CLE201707040,491359
CLE201707050,491374
CLE201707060,491387
CLE201707070,491394
CLE201707080,491409
CLE201707090,491424
CLE201707210,491545
CLE201707220,491560
CLE201707230,491575
CLE201707240,490803
CLE201707240,490803
CLE201707250,491597
CLE201707260,491612
CLE201707270,491622
CLE201708030,491717
CLE201708040,491730
CLE201708050,491745
CLE201708060,491760
CLE201708080,491779
CLE201708090,491794
CLE201708210,491959
CLE201708220,491967
CLE201708230,491982
CLE201708240,491997
CLE201708250,492013
CLE201708260,492028
CLE201708270,492043
CLE201709080,492201
CLE201709090,492216
CLE201709100,492231
CLE201709110,492249
CLE201709120,492259
CLE201709130,492274
CLE201709140,492290
CLE201709150,492300
CLE201709160,492315
CLE201709170,492330
CLE201709260,492452
CLE201709270,492467
CLE201709280,492480
CLE201709290,492487
CLE201709300,492502
CLE201710010,492517
COL201704070,490154
COL201704080,490169
COL201704090,490184
COL201704100,490200
COL201704110,490212
COL201704120,490226
COL201704210,490346
COL201704220,490361
COL201704230,490376
COL201704240,490389
COL201704250,490404
COL201704260,490419
COL201704270,490429
COL201705050,490529
COL201705060,490544
COL201705070,490559
COL201705090,490574
COL201705090,490574
COL201705091,490585
COL201705100,490601
COL201705110,490618
COL201705120,490630
COL201705130,490645
COL201705140,490660
COL201705260,490826
COL201705270,490841
COL201705280,490856
COL201705290,490871
COL201705300,490886
COL201706060,490966
COL201706070,490981
COL201706150,491096
COL201706160,491110
COL201706170,491125
COL201706180,491140
COL201706200,491156
COL201706210,491171
COL201706220,491186
COL201707030,491341
COL201707040,491352
COL201707050,491367
COL201707060,491382
COL201707070,491392
COL201707080,491407
COL201707090,491422
COL201707170,491486
COL201707180,491501
COL201707190,491516
COL201707210,491541
COL201707220,491556
COL201707230,491571
COL201708010,491688
COL201708020,491703
COL201708030,491716
COL201708040,491732
COL201708050,491747
COL201708060,491762
COL201708140,491863
COL201708150,491873
COL201708160,491889
COL201708170,491904
COL201708180,491920
COL201708190,491935
COL201708200,491950
COL201708280,492056
COL201708290,492067
COL201708300,492082
COL201709010,492103
COL201709020,492118
COL201709030,492133
COL201709040,492158
COL201709050,492173
COL201709060,492188
COL201709150,492306
COL201709160,492321
COL201709170,492336
COL201709250,492438
COL201709260,492451
COL201709270,492466
COL201709290,492491
COL201709300,492506
COL201710010,492521
DET201704070,490149
DET201704080,490164
DET201704090,490179
DET201704100,490194
DET201704110,490210
DET201704120,490223
DET201704130,490235
DET201704250,490401
DET201704260,490416
DET201704270,490427
DET201704280,490433
DET201704290,490448
DET201704300,490463
DET201705010,490477
DET201705020,490489
DET201705030,490504
DET201705160,490678
DET201705170,490692
DET201705180,490707
DET201705190,490730
DET201705200,490745
DET201705210,490760
DET201706020,490915
DET201706030,490930
DET201706040,490945
DET201706060,490968
DET201706070,490983
DET201706080,490998
DET201706130,491060
DET201706140,491075
DET201706150,491098
DET201706160,491113
DET201706170,491128
DET201706180,491143
DET201706270,491254
DET201706280,491269
DET201706290,491283
DET201707010,490519
DET201707010,490519
DET201707011,491311
DET201707020,491326
DET201707040,491360
DET201707050,491375
DET201707060,491388
DET201707140,491448
DET201707150,491463
DET201707160,491478
DET201707240,491583
DET201707250,491596
DET201707260,491611
DET201707280,491634
DET201707290,491649
DET201707300,491664
DET201708090,491802
DET201708100,491816
DET201708110,491828
DET201708120,491843
DET201708130,491858
DET201708180,491918
DET201708190,491933
DET201708200,491948
DET201708220,491974
DET201708230,491989
DET201708240,492003
DET201709010,491296
DET201709010,491296
DET201709011,492107
DET201709020,492122
DET201709030,492137
DET201709040,492152
DET201709050,492167
DET201709060,492182
DET201709140,492286
DET201709150,492299
DET201709160,492314
DET201709170,492329
DET201709180,492347
DET201709190,492359
DET201709200,492374
DET201709210,492384
DET201709220,492396
DET201709230,492411
DET201709240,492426
HOU201704030,490111
HOU201704040,490119
HOU201704050,490133
HOU201704060,490146
HOU201704070,490153
HOU201704080,490168
HOU201704090,490183
HOU201704170,490288
HOU201704180,490302
HOU201704190,490317
HOU201704200,490331
HOU201704280,490439
HOU201704290,490454
HOU201704300,490469
HOU201705010,490484
HOU201705020,490499
HOU201705030,490514
HOU201705040,490528
HOU201705090,490583
HOU201705100,490598
HOU201705190,490721
HOU201705200,490736
HOU201705210,490751
HOU201705220,490766
HOU201705230,490775
HOU201705240,490790
HOU201705250,490805
HOU201705260,490816
HOU201705270,490831
HOU201705280,490846
HOU201706090,491011
HOU201706100,491026
HOU201706110,491042
HOU201706120,491059
HOU201706130,491074
HOU201706140,491089
HOU201706160,491101
HOU201706170,491116
HOU201706180,491131
HOU201706270,491260
HOU201706280,491275
HOU201706290,491289
HOU201706300,491301
HOU201707010,491316
HOU201707020,491331
HOU201707140,491440
HOU201707150,491455
HOU201707160,491470
HOU201707170,491487
HOU201707180,491502
HOU201707190,491517
HOU201707310,491678
HOU201708010,491693
HOU201708020,491708
HOU201708030,491722
HOU201708040,491737
HOU201708050,491752
HOU201708060,491767
HOU201708160,491888
HOU201708170,491903
HOU201708180,491922
HOU201708190,491937
HOU201708200,491952
HOU201708220,491980
HOU201708230,491995
HOU201708240,492007
HOU201708290,492077
HOU201708300,492092
HOU201708310,492100
HOU201709020,492111
HOU201709020,492111
HOU201709021,492126
HOU201709030,492141
HOU201709150,492307
HOU201709160,492322
HOU201709170,492337
HOU201709190,492351
HOU201709200,492366
HOU201709210,492379
HOU201709220,492394
HOU201709230,492409
HOU201709240,492424
KCA201704100,490199
KCA201704120,490225
KCA201704130,490237
KCA201704140,490246
KCA201704150,490261
KCA201704160,490276
KCA201704180,490307
KCA201704190,490322
KCA201704280,490437
KCA201704300,490467
KCA201705010,490476
KCA201705020,490488
KCA201705030,490503
KCA201705040,490518
KCA201705050,490532
KCA201705060,490547
KCA201705070,490562
KCA201705120,490625
KCA201705130,490640
KCA201705140,490655
KCA201705160,490687
KCA201705170,490701
KCA201705180,490714
KCA201705290,490864
KCA201705300,490879
KCA201705310,490895
KCA201706020,490916
KCA201706030,490931
KCA201706040,490946
KCA201706050,490957
KCA201706060,490967
KCA201706070,490982
KCA201706080,490997
KCA201706190,491145
KCA201706200,491157
KCA201706210,491172
KCA201706230,491212
KCA201706240,491227
KCA201706250,491242
KCA201706300,491300
KCA201707010,491315
KCA201707011,490452
KCA201707011,490452
KCA201707020,491330
KCA201707140,491447
KCA201707150,491462
KCA201707160,491477
KCA201707170,491482
KCA201707180,491496
KCA201707190,491511
KCA201707200,491525
KCA201707210,491534
KCA201707220,491549
KCA201707230,491564
KCA201708030,491720
KCA201708040,491734
KCA201708061,491764
KCA201708062,491749
KCA201708062,491749
KCA201708070,491775
KCA201708080,491789
KCA201708180,491916
KCA201708190,491931
KCA201708200,491946
KCA201708220,491969
KCA201708230,491984
KCA201708240,491999
KCA201708280,492062
KCA201708290,492076
KCA201708300,492091
KCA201709070,492198
KCA201709080,492209
KCA201709090,492224
KCA201709100,492239
KCA201709110,492247
KCA201709120,492256
KCA201709130,492271
KCA201709260,492448
KCA201709270,492463
KCA201709280,492477
KCA201709290,492484
KCA201709300,492499
KCA201710010,492514
LAN201704030,490109
LAN201704040,490117
LAN201704050,490131
LAN201704060,490144
LAN201704140,490240
LAN201704150,490255
LAN201704160,490270
LAN201704170,490285
LAN201704180,490300
LAN201704190,490315
LAN201704280,490440
LAN201704290,490455
LAN201704300,490470
LAN201705010,490482
LAN201705020,490497
LAN201705030,490513
LAN201705080,490579
LAN201705090,490592
LAN201705100,490607
LAN201705180,490712
LAN201705190,490725
LAN201705200,490740
LAN201705210,490755
LAN201705230,490784
LAN201705240,490799
LAN201705250,490812
LAN201705260,490817
LAN201705270,490832
LAN201705280,490847
LAN201706050,490963
LAN201706060,490978
LAN201706070,490993
LAN201706090,491007
LAN201706100,491022
LAN201706110,491038
LAN201706190,491150
LAN201706200,491164
LAN201706210,491179
LAN201706220,491193
LAN201706230,491201
LAN201706240,491216
LAN201706250,491231
LAN201706260,491245
LAN201706270,491255
LAN201707040,491348
LAN201707050,491363
LAN201707060,491378
LAN201707070,491396
LAN201707080,491411
LAN201707090,491426
LAN201707200,491524
LAN201707210,491532
LAN201707220,491547
LAN201707230,491562
LAN201707240,491585
LAN201707250,491600
LAN201707260,491615
LAN201707280,491640
LAN201707290,491655
LAN201707300,491670
LAN201708110,491831
LAN201708120,491846
LAN201708130,491861
LAN201708150,491875
LAN201708160,491891
LAN201708250,492014
LAN201708260,492029
LAN201708270,492044
LAN201709040,492148
LAN201709050,492163
LAN201709060,492178
LAN201709070,492196
LAN201709080,492203
LAN201709090,492218
LAN201709100,492233
LAN201709220,492399
LAN201709230,492414
LAN201709240,492429
LAN201709250,492439
LAN201709260,492453
LAN201709270,492468
MIA201704110,490204
MIA201704120,490216
MIA201704130,490236
MIA201704140,490248
MIA201704150,490263
MIA201704160,490278
MIA201704280,490441
MIA201704290,490456
MIA201704300,490471
MIA201705010,490483
MIA201705020,490498
MIA201705080,490623
MIA201705090,490595
MIA201705100,490611
MIA201705120,490624
MIA201705130,490639
MIA201705140,490654
MIA201705150,490671
MIA201705160,490683
MIA201705170,490697
MIA201705260,490821
MIA201705270,490836
MIA201705280,490851
MIA201705290,490870
MIA201705300,490885
MIA201705310,490901
MIA201706010,490904
MIA201706020,490912
MIA201706030,490927
MIA201706040,490942
MIA201706130,491070
MIA201706140,491086
MIA201706190,491155
MIA201706200,491170
MIA201706210,491185
MIA201706220,491187
MIA201706230,491199
MIA201706240,491214
MIA201706250,491229
MIA201706270,491258
MIA201706280,491273
MIA201706290,491287
MIA201707140,491439
MIA201707150,491454
MIA201707160,491469
MIA201707170,491485
MIA201707180,491500
MIA201707190,491515
MIA201707270,491621
MIA201707280,491631
MIA201707290,491646
MIA201707300,491661
MIA201707310,491680
MIA201708010,491695
MIA201708020,491710
MIA201708110,491824
MIA201708120,491839
MIA201708130,491854
MIA201708140,491871
MIA201708150,491885
MIA201708160,491900
MIA201708250,492018
MIA201708260,492033
MIA201708270,492048
MIA201708310,492098
MIA201709010,492113
MIA201709020,492128
MIA201709030,492143
MIA201709040,492162
MIA201709050,492177
MIA201709060,492192
MIA201709150,492302
MIA201709160,492317
MIA201709170,492332
MIA201709180,492346
MIA201709190,492358
MIA201709200,492373
MIA201709280,492474
MIA201709290,492485
MIA201709300,492500
MIA201710010,492515
MIL201704030,490101
MIL201704040,490114
MIL201704050,490123
MIL201704060,490137
MIL201704070,490150
MIL201704080,490165
MIL201704090,490180
MIL201704200,490334
MIL201704210,490348
MIL201704220,490363
MIL201704230,490378
MIL201704240,490382
MIL201704250,490392
MIL201704260,490407
MIL201704280,490430
MIL201704290,490445
MIL201704300,490460
MIL201705090,490584
MIL201705100,490600
MIL201705110,490613
MIL201705120,490632
MIL201705130,490647
MIL201705140,490662
MIL201705230,490786
MIL201705240,490801
MIL201705250,490802
MIL201705260,490814
MIL201705270,490829
MIL201705280,490844
MIL201706020,490919
MIL201706030,490934
MIL201706040,490949
MIL201706050,490960
MIL201706060,490975
MIL201706070,490990
MIL201706080,491003
MIL201706160,491109
MIL201706170,491124
MIL201706180,491139
MIL201706190,491151
MIL201706200,491165
MIL201706210,491180
MIL201706220,491194
MIL201706300,491299
MIL201707010,491314
MIL201707020,491329
MIL201707030,491338
MIL201707040,491349
MIL201707050,491364
MIL201707140,491442
MIL201707150,491457
MIL201707160,491472
MIL201707280,491630
MIL201707290,491645
MIL201707300,491660
MIL201708010,491692
MIL201708020,491707
MIL201708030,491721
MIL201708090,491799
MIL201708100,491813
MIL201708110,491822
MIL201708120,491837
MIL201708130,491852
MIL201708150,491884
MIL201708160,491899
MIL201708290,492075
MIL201708300,492090
MIL201708310,492102
MIL201709010,492117
MIL201709020,492132
MIL201709030,492147
MIL201709110,492252
MIL201709120,492266
MIL201709130,492281
MIL201709210,492378
MIL201709220,492390
MIL201709230,492405
MIL201709240,492420
MIL201709260,492447
MIL201709270,492462
MIL201709280,492476
MIN201704030,490103
MIN201704050,490125
MIN201704060,490139
MIN201704140,490242
MIN201704150,490257
MIN201704160,490272
MIN201704170,490287
MIN201704180,490299
MIN201704200,490328
MIN201704210,490340
MIN201704220,490355
MIN201704230,490370
MIN201705020,490494
MIN201705030,490510
MIN201705040,490525
MIN201705050,490530
MIN201705060,490545
MIN201705070,490560
MIN201705160,490682
MIN201705180,490711
MIN201705181,490696
MIN201705181,490696
MIN201705190,490723
MIN201705211,490753
MIN201705212,490738
MIN201705212,490738
MIN201705260,490827
MIN201705270,490842
MIN201705280,490857
MIN201705290,490865
MIN201705300,490880
MIN201705310,490896
MIN201706120,491058
MIN201706130,491072
MIN201706140,491087
MIN201706150,491097
MIN201706160,491104
MIN201706170,491119
MIN201706171,490314
MIN201706171,490314
MIN201706180,491134
MIN201706200,491158
MIN201706210,491173
MIN201706220,491188
MIN201707030,491343
MIN201707040,491355
MIN201707050,491370
MIN201707060,491380
MIN201707070,491390
MIN201707080,491405
MIN201707090,491420
MIN201707170,491484
MIN201707180,491499
MIN201707190,491514
MIN201707210,491535
MIN201707220,491550
MIN201707230,491565
MIN201708030,491723
MIN201708040,491736
MIN201708050,491751
MIN201708060,491766
MIN201708070,491773
MIN201708080,491784
MIN201708150,491877
MIN201708170,491907
MIN201708171,491893
MIN201708171,491893
MIN201708180,491913
MIN201708190,491928
MIN201708200,491943
MIN201708290,492065
MIN201708300,492080
MIN201708310,492095
MIN201709010,492108
MIN201709020,492123
MIN201709030,492138
MIN201709120,492267
MIN201709130,492282
MIN201709140,492295
MIN201709150,492310
MIN201709160,492325
MIN201709170,492340
MIN201709290,492489
MIN201709300,492504
MIN201710010,492519
NYA201704100,490202
NYA201704120,490228
NYA201704130,490238
NYA201704140,490252
NYA201704150,490267
NYA201704160,490282
NYA201704170,490286
NYA201704180,490298
NYA201704190,490313
NYA201704280,490431
NYA201704290,490446
NYA201704300,490461
NYA201705010,490485
NYA201705020,490500
NYA201705030,490515
NYA201705110,490616
NYA201705120,490629
